Order_ID,User_ID,User_Name,City,Restaurant_Name,Cuisine_Type,Order_Amount,Tip_Amount,Delivery_Time_Mins,Order_Date,Year,Month,Day_of_Week,Payment_Method,Order_Count_Year
ORD_000817,USER_0105,Neha Verma,Jaipur,Mainland China,Chinese,519.94,80.3,28.0,2023-04-08,2023,4,Saturday,Debit Card,5
ORD_000818,USER_0180,Arjun Nair,Delhi,Hyderabadi House,Biryani,434.57,59.86,44.0,2023-03-11,2023,3,Saturday,Wallet,6
ORD_000819,USER_0656,Vikram Verma,Jaipur,Italian Bistro,Italian,934.17,0.0,21.0,2024-08-24,2024,8,Saturday,Wallet,4
ORD_000820,USER_0778,Riya Rao,Kolkata,Udipi Kitchen,South Indian,321.37,45.94,23.0,2023-08-31,2023,8,Thursday,Credit Card,5
ORD_000821,USER_0384,Arjun Kumar,Kolkata,Bombay Street,Street Food,80.33,0.0,22.0,2023-07-26,2023,7,Wednesday,Credit Card,5
ORD_000822,USER_0743,Rahul Gupta,Bhopal,Bombay Street,Street Food,105.63,17.33,53.0,2023-05-18,2023,5,Thursday,UPI,3
ORD_000823,USER_0664,Ananya Kumar,Ahmedabad,McDonald's,Fast Food,531.12,45.86,54.0,2023-08-23,2023,8,Wednesday,Cash,4
ORD_000824,USER_0681,Pooja Joshi,Lucknow,Dominos,Italian,1085.44,84.16,60.0,2024-09-14,2024,9,Saturday,Cash,6
ORD_000825,USER_0067,Sanjay Patel,Chandigarh,Chaat Corner,Street Food,60.42,11.52,28.0,2023-07-17,2023,7,Monday,Cash,2
ORD_000826,USER_0178,Riya Kumar,Kolkata,Dominos,Italian,370.35,35.82,32.0,2024-06-03,2024,6,Monday,Credit Card,2
ORD_000827,USER_0435,Karan Kumar,Bangalore,Szechuan Kitchen,Chinese,386.4,75.41,32.0,2023-09-12,2023,9,Tuesday,Debit Card,6
ORD_000828,USER_0493,Neha Reddy,Chandigarh,Udipi Kitchen,South Indian,213.32,24.19,59.0,2024-02-12,2024,2,Monday,UPI,5
ORD_000829,USER_0779,Suresh Joshi,Nagpur,Chowmein Corner,Chinese,592.87,37.05,39.0,2023-01-21,2023,1,Saturday,Wallet,6
ORD_000830,USER_0551,Kavya Nair,Pune,Szechuan Kitchen,Chinese,365.78,43.18,44.0,2023-06-29,2023,6,Thursday,Wallet,1
ORD_000831,USER_0621,Rohit Rao,Jaipur,Chaat Corner,Street Food,77.33,5.66,32.0,2023-12-08,2023,12,Friday,Cash,5
ORD_000832,USER_0014,Arjun Sharma,Nagpur,Hyderabadi House,Biryani,847.98,165.84,43.0,2024-02-19,2024,2,Monday,UPI,1
ORD_000833,USER_0502,Karan Rao,Indore,Wendy's,Fast Food,333.95,0.0,27.0,2023-03-14,2023,3,Tuesday,UPI,3
ORD_000834,USER_0580,Suresh Verma,Chennai,Dragon House,Chinese,680.69,110.77,42.0,2024-03-22,2024,3,Friday,Wallet,4
ORD_000835,USER_0727,Vikram Verma,Mumbai,Bombay Street,Street Food,61.54,6.99,35.0,2024-12-14,2024,12,Saturday,Credit Card,3
ORD_000836,USER_0490,Kavya Nair,Chandigarh,Punjabi Tadka,North Indian,623.94,0.0,29.0,2024-10-08,2024,10,Tuesday,Debit Card,3
ORD_000837,USER_0620,Arun Patel,Surat,Golgappa House,Street Food,99.48,14.86,30.0,2023-09-18,2023,9,Monday,Cash,4
ORD_000838,USER_0120,Arun Singh,Chennai,Chennai Express,South Indian,311.82,19.35,32.0,2024-02-12,2024,2,Monday,UPI,5
ORD_000839,USER_0170,Ananya Verma,Jaipur,Natural Ice Cream,Desserts,220.89,,44.0,2024-12-09,2024,12,Monday,Wallet,2
ORD_000840,USER_0316,Arun Gupta,Mumbai,Keventers,Desserts,354.47,36.04,29.0,2023-04-22,2023,4,Saturday,Debit Card,3
ORD_000841,USER_0767,Sanjay Singh,Chandigarh,Pasta Street,Italian,577.29,99.56,20.0,2024-12-16,2024,12,Monday,Cash,5
ORD_000842,USER_0072,Suresh Patel,Kolkata,Cream Stone,Desserts,361.81,27.35,43.0,2024-03-02,2024,3,Saturday,Credit Card,6
ORD_000843,USER_0721,Meera Nair,Chennai,Dragon House,Chinese,331.89,39.03,33.0,2024-05-13,2024,5,Monday,Credit Card,3
ORD_000844,USER_0206,Arjun Singh,Hyderabad,Dhaba Express,North Indian,355.61,39.59,60.0,2023-07-16,2023,7,Sunday,Wallet,3
ORD_000845,USER_0112,Sneha Joshi,Bhopal,Wok & Roll,Chinese,288.57,0.0,24.0,2023-10-28,2023,10,Saturday,Debit Card,4
ORD_000846,USER_0031,Neha Patel,Bhopal,Pasta Street,Italian,905.52,0.0,23.0,2024-05-11,2024,5,Saturday,Debit Card,7
ORD_000847,USER_0770,Kavya Verma,Ahmedabad,Amritsari Haveli,North Indian,258.11,13.19,58.0,2023-02-12,2023,2,Sunday,Wallet,1
ORD_000848,USER_0780,Arun Rao,Lucknow,Subway,Fast Food,490.61,49.3,41.0,2024-04-29,2024,4,Monday,Debit Card,6
ORD_000849,USER_0246,Divya Rao,Hyderabad,Hyderabadi House,Biryani,627.57,113.57,26.0,2024-01-23,2024,1,Tuesday,Cash,3
ORD_000850,USER_0468,Arun Patel,Delhi,Baskin Robbins,Desserts,340.76,31.32,35.0,2023-01-27,2023,1,Friday,Debit Card,1
ORD_000851,USER_0463,Sanjay Patel,Ahmedabad,Pani Puri Wala,Street Food,182.05,0.0,60.0,2024-02-28,2024,2,Wednesday,Debit Card,4
ORD_000852,USER_0018,Sanjay Patel,Chandigarh,Behrouz Biryani,Biryani,674.55,0.0,51.0,2023-11-30,2023,11,Thursday,UPI,5
ORD_000853,USER_0757,Pooja Singh,Bangalore,Udipi Kitchen,South Indian,381.73,46.35,26.0,2024-03-14,2024,3,Thursday,UPI,5
ORD_000854,USER_0301,Neha Reddy,Surat,Dominos,Italian,1088.61,171.46,22.0,2024-06-16,2024,6,Sunday,Credit Card,3
ORD_000855,USER_0510,Karan Joshi,Lucknow,Udipi Kitchen,South Indian,398.89,47.87,48.0,2024-11-20,2024,11,Wednesday,Cash,4
ORD_000856,USER_0494,Ananya Singh,Surat,Dominos,Italian,453.39,70.27,26.0,2023-08-05,2023,8,Saturday,UPI,7
ORD_000857,USER_0733,Neha Nair,Kolkata,Dhaba Express,North Indian,741.59,61.59,36.0,2023-12-01,2023,12,Friday,UPI,3
ORD_000858,USER_0687,Meera Kumar,Ahmedabad,Dosa Plaza,South Indian,290.06,49.12,41.0,2024-07-01,2024,7,Monday,Credit Card,5
ORD_000859,USER_0590,Sneha Reddy,Bangalore,Udipi Kitchen,South Indian,373.05,59.22,55.0,2024-01-22,2024,1,Monday,UPI,2
ORD_000860,USER_0239,Vikram Kumar,Chandigarh,La Pino'z,Italian,561.88,0.0,41.0,2023-04-29,2023,4,Saturday,Wallet,3
ORD_000861,USER_0193,Ananya Singh,Chandigarh,Madras Cafe,South Indian,138.23,14.79,20.0,2024-01-12,2024,1,Friday,Debit Card,1
ORD_000862,USER_0064,Arjun Nair,Indore,Pasta Street,Italian,587.68,89.27,28.0,2024-03-09,2024,3,Saturday,Wallet,3
ORD_000863,USER_0680,Sneha Joshi,Nagpur,Pizza Hut,Italian,308.27,30.02,38.0,2024-02-09,2024,2,Friday,Credit Card,5
ORD_000864,USER_0512,Priya Gupta,Ahmedabad,Golgappa House,Street Food,106.68,18.92,22.0,2024-09-07,2024,9,Saturday,Wallet,4
ORD_000865,USER_0328,Meera Patel,Surat,Wendy's,Fast Food,205.56,32.06,50.0,2024-12-06,2024,12,Friday,Credit Card,4
ORD_000866,USER_0507,Ananya Joshi,Mumbai,Subway,Fast Food,591.51,103.03,33.0,2023-03-02,2023,3,Thursday,Credit Card,3
ORD_000867,USER_0718,Sneha Gupta,Pune,Dhaba Express,North Indian,636.44,0.0,30.0,2024-05-14,2024,5,Tuesday,Cash,2
ORD_000868,USER_0562,Kavya Sharma,Bangalore,Natural Ice Cream,Desserts,371.16,60.74,45.0,2024-03-08,2024,3,Friday,Cash,8
ORD_000869,USER_0541,Divya Rao,Bangalore,KFC,Fast Food,565.38,74.74,26.0,2024-12-14,2024,12,Saturday,Credit Card,2
ORD_000870,USER_0332,Riya Rao,Bhopal,Punjabi Tadka,North Indian,592.78,68.93,50.0,2024-04-13,2024,4,Saturday,Debit Card,4
ORD_000871,USER_0149,Sneha Rao,Indore,Dominos,Italian,961.79,0.0,56.0,2023-07-20,2023,7,Thursday,Cash,5
ORD_000872,USER_0695,Riya Verma,Delhi,Chowmein Corner,Chinese,555.75,0.0,23.0,2024-03-13,2024,3,Wednesday,Cash,6
ORD_000873,USER_0365,Arjun Gupta,Lucknow,Golgappa House,Street Food,73.47,7.4,47.0,2023-02-23,2023,2,Thursday,Credit Card,4
ORD_000874,USER_0643,Pooja Nair,Lucknow,Baskin Robbins,Desserts,147.52,14.07,58.0,2023-02-04,2023,2,Saturday,Credit Card,3
ORD_000875,USER_0669,Sneha Gupta,Chennai,Keventers,Desserts,445.96,40.71,48.0,2024-04-19,2024,4,Friday,Debit Card,5
ORD_000876,USER_0012,Divya Kumar,Surat,Saravana Bhavan,South Indian,136.62,25.45,34.0,2023-03-26,2023,3,Sunday,Cash,5
ORD_000877,USER_0601,Priya Sharma,Bhopal,Bombay Street,Street Food,199.07,15.36,50.0,2024-12-11,2024,12,Wednesday,UPI,2
ORD_000878,USER_0306,Anjali Reddy,Chandigarh,Wok & Roll,Chinese,278.57,47.16,31.0,2023-11-30,2023,11,Thursday,UPI,3
ORD_000879,USER_0718,Sneha Gupta,Pune,Delhi Darbar,North Indian,690.48,89.43,24.0,2024-07-23,2024,7,Tuesday,Wallet,2
ORD_000880,USER_0599,Kavya Joshi,Lucknow,Dosa Plaza,South Indian,369.28,0.0,58.0,2024-11-05,2024,11,Tuesday,Credit Card,3
ORD_000881,USER_0006,Divya Sharma,Lucknow,Bombay Street,Street Food,57.83,8.55,25.0,2023-05-06,2023,5,Saturday,Wallet,3
ORD_000882,USER_0263,Rajesh Kumar,Pune,Punjab Grill,North Indian,503.69,66.32,47.0,2023-05-08,2023,5,Monday,Cash,5
ORD_000883,USER_0255,Kavya Kumar,Delhi,McDonald's,Fast Food,557.08,0.0,54.0,2024-06-15,2024,6,Saturday,UPI,6
ORD_000884,USER_0144,Anjali Sharma,Jaipur,Bombay Street,Street Food,232.16,32.72,52.0,2024-06-19,2024,6,Wednesday,Credit Card,1
ORD_000885,USER_0705,Divya Reddy,Chennai,Saravana Bhavan,South Indian,111.02,0.0,33.0,2023-08-31,2023,8,Thursday,Credit Card,5
ORD_000886,USER_0617,Pooja Sharma,Mumbai,Italian Bistro,Italian,549.66,62.28,55.0,2024-01-03,2024,1,Wednesday,Debit Card,3
ORD_000887,USER_0267,Suresh Reddy,Surat,Baskin Robbins,Desserts,282.43,42.78,29.0,2024-02-14,2024,2,Wednesday,Wallet,4
ORD_000888,USER_0209,Neha Kumar,Jaipur,Udipi Kitchen,South Indian,309.04,0.0,43.0,2024-10-10,2024,10,Thursday,Wallet,3
ORD_000889,USER_0674,Amit Patel,Hyderabad,Chowmein Corner,Chinese,392.36,41.92,58.0,2023-06-07,2023,6,Wednesday,Credit Card,4
ORD_000890,USER_0080,Sneha Gupta,Bangalore,McDonald's,Fast Food,199.5,11.95,60.0,2024-06-28,2024,6,Friday,Cash,3
ORD_000891,USER_0372,Neha Reddy,Delhi,Biryani Blues,Biryani,808.2,0.0,20.0,2023-05-30,2023,5,Tuesday,Cash,5
ORD_000892,USER_0387,Ananya Singh,Chandigarh,Pasta Street,Italian,1004.46,0.0,53.0,2023-04-18,2023,4,Tuesday,Debit Card,7
ORD_000893,USER_0603,Sneha Patel,Mumbai,Chaat Corner,Street Food,119.78,11.06,37.0,2024-06-25,2024,6,Tuesday,Wallet,3
ORD_000894,USER_0102,Neha Patel,Indore,Dhaba Express,North Indian,767.91,78.15,54.0,2023-11-22,2023,11,Wednesday,Wallet,3
ORD_000895,USER_0609,Divya Patel,Chennai,Giani's,Desserts,151.03,0.0,52.0,2024-08-29,2024,8,Thursday,Credit Card,3
ORD_000896,USER_0674,Amit Patel,Hyderabad,Dragon House,Chinese,505.4,0.0,60.0,2024-01-23,2024,1,Tuesday,Debit Card,5
ORD_000897,USER_0725,Rahul Kumar,Pune,Italian Bistro,Italian,936.11,0.0,42.0,2024-03-04,2024,3,Monday,UPI,3
ORD_000898,USER_0515,Meera Sharma,Bangalore,KFC,Fast Food,384.27,72.46,34.0,2024-03-14,2024,3,Thursday,Debit Card,3
ORD_000899,USER_0651,Divya Patel,Kolkata,Udipi Kitchen,South Indian,331.17,48.09,24.0,2024-02-21,2024,2,Wednesday,Credit Card,5
ORD_000900,USER_0096,Neha Patel,Hyderabad,Szechuan Kitchen,Chinese,288.06,0.0,51.0,2023-02-28,2023,2,Tuesday,Cash,4
ORD_000901,USER_0435,Karan Kumar,Bangalore,Chowmein Corner,Chinese,481.76,88.26,27.0,2024-05-24,2024,5,Friday,UPI,2
ORD_000902,USER_0015,Anjali Joshi,Kolkata,Pizza Hut,Italian,932.33,80.77,53.0,2024-03-11,2024,3,Monday,Wallet,4
ORD_000903,USER_0044,Sanjay Joshi,Jaipur,Golgappa House,Street Food,236.04,43.8,31.0,2024-11-21,2024,11,Thursday,Cash,4
ORD_000904,USER_0376,Rajesh Kumar,Chennai,Szechuan Kitchen,Chinese,678.62,72.52,43.0,2023-12-28,2023,12,Thursday,Cash,3
ORD_000905,USER_0347,Divya Reddy,Nagpur,Italian Bistro,Italian,561.06,50.33,20.0,2023-05-01,2023,5,Monday,Wallet,6
ORD_000906,USER_0404,Sanjay Singh,Chandigarh,La Pino'z,Italian,763.98,145.39,59.0,2024-10-20,2024,10,Sunday,UPI,3
ORD_000907,USER_0059,Vikram Singh,Chennai,Behrouz Biryani,Biryani,522.25,0.0,26.0,2024-09-22,2024,9,Sunday,Cash,3
ORD_000908,USER_0359,Arun Rao,Indore,Chowmein Corner,Chinese,253.99,20.23,53.0,2023-12-30,2023,12,Saturday,Wallet,4
ORD_000909,USER_0158,Rajesh Singh,Delhi,Keventers,Desserts,102.76,8.99,50.0,2024-05-14,2024,5,Tuesday,UPI,6
ORD_000910,USER_0384,Arjun Kumar,Kolkata,KFC,Fast Food,551.49,49.87,48.0,2024-03-14,2024,3,Thursday,UPI,4
ORD_000911,USER_0166,Vikram Gupta,Mumbai,Mainland China,Chinese,252.61,39.5,27.0,2024-03-20,2024,3,Wednesday,Credit Card,4
ORD_000912,USER_0292,Divya Sharma,Bhopal,Dhaba Express,North Indian,452.63,24.78,32.0,2024-02-09,2024,2,Friday,UPI,4
ORD_000913,USER_0682,Priya Verma,Chandigarh,McDonald's,Fast Food,370.08,56.35,28.0,2024-03-07,2024,3,Thursday,Debit Card,5
ORD_000914,USER_0770,Kavya Verma,Ahmedabad,Cream Stone,Desserts,152.57,25.77,28.0,2024-02-03,2024,2,Saturday,Credit Card,5
ORD_000915,USER_0353,Ananya Reddy,Ahmedabad,Dhaba Express,North Indian,606.99,119.25,20.0,2023-02-23,2023,2,Thursday,UPI,5
ORD_000916,USER_0492,Meera Reddy,Nagpur,KFC,Fast Food,187.18,,52.0,2024-05-12,2024,5,Sunday,Credit Card,6
ORD_000917,USER_0256,Rohit Singh,Jaipur,McDonald's,Fast Food,597.42,0.0,47.0,2023-09-27,2023,9,Wednesday,Credit Card,4
ORD_000918,USER_0486,Divya Patel,Nagpur,Madras Cafe,South Indian,154.36,21.41,60.0,2024-09-17,2024,9,Tuesday,Credit Card,4
ORD_000919,USER_0235,Kavya Nair,Surat,Dosa Plaza,South Indian,111.51,21.12,47.0,2024-02-15,2024,2,Thursday,Cash,2
ORD_000920,USER_0632,Ananya Verma,Ahmedabad,Pizza Hut,Italian,642.32,99.57,34.0,2023-02-22,2023,2,Wednesday,Credit Card,6
ORD_000921,USER_0345,Amit Nair,Chandigarh,Giani's,Desserts,303.95,29.07,37.0,2023-03-04,2023,3,Saturday,Debit Card,6
ORD_000922,USER_0288,Vikram Kumar,Mumbai,Hyderabadi House,Biryani,423.89,0.0,22.0,2023-09-10,2023,9,Sunday,Cash,3
ORD_000923,USER_0054,Karan Joshi,Hyderabad,Paradise Biryani,Biryani,530.44,34.54,31.0,2023-10-20,2023,10,Friday,Debit Card,5
ORD_000924,USER_0504,Arun Nair,Hyderabad,Biryani Blues,Biryani,278.07,42.39,28.0,2023-11-08,2023,11,Wednesday,Debit Card,3
ORD_000925,USER_0370,Neha Joshi,Kolkata,Lucknowi Biryani,Biryani,623.3,0.0,37.0,2024-06-25,2024,6,Tuesday,Credit Card,6
ORD_000926,USER_0599,Kavya Joshi,Lucknow,Keventers,Desserts,152.19,10.36,57.0,2023-04-19,2023,4,Wednesday,Credit Card,6
ORD_000927,USER_0198,Neha Patel,Ahmedabad,Chaat Corner,Street Food,238.36,,50.0,2023-03-18,2023,3,Saturday,Credit Card,5
ORD_000928,USER_0547,Vikram Kumar,Lucknow,Wok & Roll,Chinese,336.27,29.55,55.0,2023-05-11,2023,5,Thursday,Debit Card,3
ORD_000929,USER_0375,Kavya Kumar,Chennai,Chaat Corner,Street Food,63.54,12.05,52.0,2024-03-22,2024,3,Friday,Cash,3
ORD_000930,USER_0171,Riya Nair,Kolkata,Burger King,Fast Food,170.45,28.83,32.0,2023-10-24,2023,10,Tuesday,UPI,2
ORD_000931,USER_0507,Ananya Joshi,Mumbai,Dosa Plaza,South Indian,325.22,54.28,45.0,2024-03-24,2024,3,Sunday,Wallet,4
ORD_000932,USER_0279,Arjun Nair,Surat,Dominos,Italian,444.0,0.0,20.0,2023-01-04,2023,1,Wednesday,Wallet,4
ORD_000933,USER_0467,Ananya Sharma,Bhopal,KFC,Fast Food,283.36,0.0,27.0,2023-08-14,2023,8,Monday,Credit Card,2
ORD_000934,USER_0230,Suresh Nair,Nagpur,Amritsari Haveli,North Indian,375.11,71.76,37.0,2023-09-01,2023,9,Friday,Credit Card,2
ORD_000935,USER_0277,Meera Reddy,Hyderabad,Dhaba Express,North Indian,520.76,0.0,42.0,2023-08-04,2023,8,Friday,Wallet,4
ORD_000936,USER_0378,Pooja Reddy,Lucknow,Behrouz Biryani,Biryani,818.79,0.0,28.0,2024-12-23,2024,12,Monday,UPI,7
ORD_000937,USER_0627,Karan Kumar,Indore,KFC,Fast Food,431.68,0.0,42.0,2023-02-28,2023,2,Tuesday,Credit Card,5
ORD_000938,USER_0749,Rajesh Nair,Delhi,Burger King,Fast Food,587.22,115.57,57.0,2023-09-20,2023,9,Wednesday,Cash,7
ORD_000939,USER_0740,Karan Joshi,Indore,Natural Ice Cream,Desserts,353.72,61.03,34.0,2024-10-03,2024,10,Thursday,Debit Card,3
ORD_000940,USER_0276,Arun Singh,Kolkata,Italian Bistro,Italian,1026.96,75.32,34.0,2024-10-06,2024,10,Sunday,UPI,4
ORD_000941,USER_0378,Pooja Reddy,Lucknow,Chowmein Corner,Chinese,473.18,81.55,31.0,2023-04-06,2023,4,Thursday,Credit Card,5
ORD_000942,USER_0584,Arun Patel,Jaipur,Golgappa House,Street Food,106.41,19.45,45.0,2024-10-25,2024,10,Friday,Wallet,5
ORD_000943,USER_0193,Ananya Singh,Chandigarh,Dosa Plaza,South Indian,227.92,33.45,45.0,2023-03-15,2023,3,Wednesday,Cash,5
ORD_000944,USER_0742,Sneha Joshi,Chennai,Wok & Roll,Chinese,294.88,19.61,20.0,2024-09-09,2024,9,Monday,Cash,5
ORD_000945,USER_0136,Meera Singh,Ahmedabad,Pizza Hut,Italian,428.37,22.29,20.0,2023-10-02,2023,10,Monday,Cash,5
ORD_000946,USER_0556,Arun Verma,Bhopal,Behrouz Biryani,Biryani,297.46,54.69,30.0,2023-07-27,2023,7,Thursday,Debit Card,4
ORD_000947,USER_0340,Sneha Verma,Indore,Golgappa House,Street Food,61.18,8.82,27.0,2023-09-07,2023,9,Thursday,Cash,3
ORD_000948,USER_0046,Rohit Rao,Mumbai,Madras Cafe,South Indian,130.77,14.68,20.0,2023-10-31,2023,10,Tuesday,Credit Card,3
ORD_000949,USER_0025,Amit Nair,Chennai,Pasta Street,Italian,432.64,36.29,44.0,2024-01-30,2024,1,Tuesday,Cash,3
ORD_000950,USER_0504,Arun Nair,Hyderabad,Wok & Roll,Chinese,295.78,30.64,59.0,2023-08-18,2023,8,Friday,Debit Card,3
ORD_000951,USER_0122,Arjun Reddy,Pune,Behrouz Biryani,Biryani,623.15,0.0,53.0,2023-02-14,2023,2,Tuesday,Debit Card,4
ORD_000952,USER_0615,Pooja Patel,Lucknow,Chowmein Corner,Chinese,651.9,93.69,38.0,2023-06-03,2023,6,Saturday,Debit Card,5
ORD_000953,USER_0107,Ananya Singh,Chennai,Subway,Fast Food,316.1,0.0,24.0,2024-11-08,2024,11,Friday,Cash,1
ORD_000954,USER_0153,Divya Rao,Nagpur,Mainland China,Chinese,425.77,71.46,50.0,2023-06-01,2023,6,Thursday,Cash,5
ORD_000955,USER_0116,Priya Joshi,Lucknow,Natural Ice Cream,Desserts,136.18,10.52,44.0,2023-05-29,2023,5,Monday,Debit Card,3
ORD_000956,USER_0327,Neha Singh,Indore,Delhi Chaat,Street Food,188.68,31.89,41.0,2024-05-07,2024,5,Tuesday,Credit Card,4
ORD_000957,USER_0670,Divya Gupta,Pune,Pasta Street,Italian,794.41,98.42,54.0,2024-03-04,2024,3,Monday,Credit Card,2
ORD_000958,USER_0394,Pooja Singh,Surat,Madras Cafe,South Indian,258.08,44.31,34.0,2024-03-07,2024,3,Thursday,Cash,4
ORD_000959,USER_0241,Anjali Rao,Chennai,Behrouz Biryani,Biryani,895.73,0.0,55.0,2023-07-28,2023,7,Friday,UPI,3
ORD_000960,USER_0137,Rohit Verma,Bhopal,Saravana Bhavan,South Indian,208.26,34.74,28.0,2023-12-24,2023,12,Sunday,Debit Card,3
ORD_000961,USER_0472,Rahul Nair,Chandigarh,Szechuan Kitchen,Chinese,359.12,20.97,28.0,2024-03-07,2024,3,Thursday,Cash,4
ORD_000962,USER_0713,Arjun Reddy,Chennai,Chowmein Corner,Chinese,563.26,32.73,26.0,2023-01-27,2023,1,Friday,Wallet,2
ORD_000963,USER_0076,Anjali Nair,Bangalore,Pani Puri Wala,Street Food,56.04,3.47,24.0,2023-06-11,2023,6,Sunday,Cash,2
ORD_000964,USER_0583,Sanjay Patel,Delhi,Baskin Robbins,Desserts,287.91,0.0,53.0,2023-07-06,2023,7,Thursday,Debit Card,2
ORD_000965,USER_0482,Rahul Rao,Delhi,Natural Ice Cream,Desserts,412.56,38.37,29.0,2024-03-30,2024,3,Saturday,Cash,4
ORD_000966,USER_0658,Ananya Gupta,Delhi,Amritsari Haveli,North Indian,501.98,0.0,47.0,2023-06-27,2023,6,Tuesday,UPI,7
ORD_000967,USER_0568,Pooja Kumar,Jaipur,Wendy's,Fast Food,287.72,0.0,30.0,2024-05-28,2024,5,Tuesday,Debit Card,4
ORD_000968,USER_0095,Sneha Kumar,Chandigarh,Baskin Robbins,Desserts,260.16,0.0,45.0,2023-08-05,2023,8,Saturday,Credit Card,6
ORD_000969,USER_0764,Karan Rao,Mumbai,Chennai Express,South Indian,193.96,33.77,30.0,2024-05-03,2024,5,Friday,Cash,3
ORD_000970,USER_0381,Ananya Gupta,Bangalore,Baskin Robbins,Desserts,143.36,0.0,58.0,2023-10-04,2023,10,Wednesday,Debit Card,6
ORD_000971,USER_0029,Priya Kumar,Indore,La Pino'z,Italian,787.41,0.0,58.0,2023-06-16,2023,6,Friday,Cash,4
ORD_000972,USER_0775,Priya Sharma,Nagpur,Burger King,Fast Food,240.78,20.72,25.0,2024-07-18,2024,7,Thursday,Wallet,3
ORD_000973,USER_0579,Pooja Nair,Surat,Amritsari Haveli,North Indian,227.41,43.56,20.0,2024-05-10,2024,5,Friday,Debit Card,9
ORD_000974,USER_0770,Kavya Verma,Ahmedabad,Subway,Fast Food,237.7,37.76,28.0,2024-05-27,2024,5,Monday,Cash,5
ORD_000975,USER_0340,Sneha Verma,Indore,Cream Stone,Desserts,300.87,16.11,44.0,2023-04-14,2023,4,Friday,UPI,3
ORD_000976,USER_0601,Priya Sharma,Bhopal,Punjabi Tadka,North Indian,290.92,53.17,25.0,2023-06-15,2023,6,Thursday,Credit Card,4
ORD_000977,USER_0221,Arjun Sharma,Hyderabad,Dragon House,Chinese,482.34,71.25,41.0,2024-05-28,2024,5,Tuesday,UPI,5
ORD_000978,USER_0135,Divya Nair,Surat,Biryani Blues,Biryani,636.43,35.64,44.0,2024-01-04,2024,1,Thursday,Credit Card,5
ORD_000979,USER_0214,Sanjay Verma,Delhi,Dosa Plaza,South Indian,288.34,49.22,29.0,2024-08-03,2024,8,Saturday,Debit Card,7
ORD_000980,USER_0561,Karan Verma,Bangalore,Chennai Express,South Indian,236.44,0.0,38.0,2023-04-07,2023,4,Friday,Credit Card,4
ORD_000981,USER_0070,Rahul Verma,Mumbai,Wendy's,Fast Food,309.02,0.0,49.0,2024-01-08,2024,1,Monday,Debit Card,3
ORD_000982,USER_0485,Rahul Nair,Chennai,Subway,Fast Food,565.87,110.77,51.0,2024-10-27,2024,10,Sunday,Cash,3
ORD_000983,USER_0373,Meera Reddy,Kolkata,Subway,Fast Food,535.65,37.15,43.0,2024-02-23,2024,2,Friday,Wallet,7
ORD_000984,USER_0640,Divya Nair,Ahmedabad,Biryani Blues,Biryani,677.54,60.59,22.0,2023-03-27,2023,3,Monday,Wallet,3
ORD_000985,USER_0660,Suresh Verma,Hyderabad,Dhaba Express,North Indian,692.74,0.0,26.0,2024-12-17,2024,12,Tuesday,Debit Card,3
ORD_000986,USER_0385,Sneha Kumar,Ahmedabad,Szechuan Kitchen,Chinese,634.22,0.0,49.0,2024-02-13,2024,2,Tuesday,Cash,5
ORD_000987,USER_0358,Arun Kumar,Chennai,Delhi Chaat,Street Food,157.02,10.42,31.0,2024-10-19,2024,10,Saturday,Cash,6
ORD_000988,USER_0407,Amit Joshi,Mumbai,Baskin Robbins,Desserts,231.49,46.17,51.0,2024-02-16,2024,2,Friday,Credit Card,3
ORD_000989,USER_0720,Kavya Rao,Nagpur,Chaat Corner,Street Food,140.92,27.1,29.0,2023-10-13,2023,10,Friday,Credit Card,3
ORD_000990,USER_0328,Meera Patel,Surat,Amritsari Haveli,North Indian,237.44,39.99,50.0,2024-01-25,2024,1,Thursday,Credit Card,4
ORD_000991,USER_0056,Vikram Nair,Bangalore,Pizza Hut,Italian,680.63,0.0,31.0,2024-12-01,2024,12,Sunday,Cash,4
ORD_000992,USER_0146,Anjali Patel,Delhi,Udipi Kitchen,South Indian,124.51,14.66,46.0,2024-02-19,2024,2,Monday,Wallet,9
ORD_000993,USER_0220,Anjali Rao,Mumbai,Burger King,Fast Food,191.6,19.41,39.0,2023-02-25,2023,2,Saturday,Credit Card,11
ORD_000994,USER_0204,Anjali Gupta,Mumbai,Hyderabadi House,Biryani,532.85,39.49,47.0,2024-05-08,2024,5,Wednesday,Debit Card,4
ORD_000995,USER_0710,Priya Singh,Surat,Keventers,Desserts,413.23,25.48,57.0,2024-07-28,2024,7,Sunday,Wallet,6
ORD_000996,USER_0149,Sneha Rao,Indore,Biryani Blues,Biryani,305.35,22.02,40.0,2023-01-15,2023,1,Sunday,Cash,5
ORD_000997,USER_0691,Karan Kumar,Nagpur,Natural Ice Cream,Desserts,388.91,74.48,28.0,2024-06-17,2024,6,Monday,UPI,4
ORD_000998,USER_0655,Vikram Patel,Kolkata,Saravana Bhavan,South Indian,323.71,0.0,54.0,2023-08-12,2023,8,Saturday,Credit Card,4
ORD_000999,USER_0616,Pooja Nair,Surat,Baskin Robbins,Desserts,183.91,0.0,56.0,2023-12-23,2023,12,Saturday,Cash,2
